image_path,emotion,valence,arousal,color,lighting,composition,situation
/kaggle/working/Images/Abstract Art/0013717_EnricoPrampolini-Study.jpg,Calm,Positive,Low,"The use of warm and cool tones creates a vibrant contrast, with high saturation.","Light is evenly distributed, with minimal variation in light-dark contrast.","The layout is symmetrical and orderly, emphasizing alignment and balance.","The image is a collection of abstract sketches on a textured sheet, featuring a variety of geometric shapes and bold colors. The designs are organized in a grid-like pattern, with each sketch exhibiting its own unique arrangement of forms and hues."
/kaggle/working/Images/Abstract Art/0013897_ArtinDemirci-Earth.jpg,Excited,Positive,High,"Warm tones dominate, with high saturation and striking contrast.",Light source creates striking contrasts; shadows deepen the mood.,"Dynamic, with layered elements and a strong horizontal emphasis.","The painting is a vibrant landscape of abstract forms and dynamic colors. It features a horizon with intense reds, oranges, and touches of green. Subtle texture adds a tactile, almost fiery atmosphere to the visual elements."
/kaggle/working/Images/Abstract Art/0014032_HosseinZenderoudi-Arbab.jpg,Excited,Positive,High,"A mix of warm and cool tones with high saturation, providing dramatic contrast.","Subtle light, enhancing contrasts with shadows that add depth and layering.","Dynamic composition with no fixed central focus, inviting the eye to wander.","The artwork is a vibrant tapestry of Arabic calligraphy, intertwining across the canvas in a mesmerizing pattern. Rich hues of green, blue, yellow, red, and purple create a backdrop that is alive with energy, inviting exploration."
/kaggle/working/Images/Abstract Art/0014034_NataliaGoncharova-HarmonyinBlueandGreen.AbstractComposition.jpg,Calm,Positive,Low,"The left employs warm, pastel tones with low contrast; the right is dominated by cool, saturated hues.","Left side has gentle, evenly dispersed light; the right displays nuanced, deep contrasts.","The left presents a soft, diffuse composition; the right exhibits dynamic, scattered elements.","The image features two abstract artworks. The left showcases a blend of soft yellow, pink, and grey tones, while the right displays deep blues and greens scattered across a textured landscape, evoking natural and abstract forms."
/kaggle/working/Images/Abstract Art/0014080_StigBrøgger-Composition1.jpg,Excited,Positive,High,"The composition utilizes warm and cool tones, with moderate saturation and a vivid contrast between the primary colors.","The light source appears diffuse, with subtle variations in light and dark enhancing the depth.","It exhibits a dynamic composition, with a central focus characterized by the rising motion of the swirling forms.","The artwork is a vibrant interplay of swirling colors, dominated by shades of green, orange, and blue. The foreground features abstract blue forms that suggest a grid-like structure against a dynamic background of intertwining shapes and hues."
/kaggle/working/Images/Abstract Art/0014241_Stickman-BackintheNewYorkGroove.jpg,Excited,Positive,High,"Cool tones dominate, with high saturation against the dark sky, creating a stark contrast.","Soft lighting with gentle shadowing enhances the statue's features, creating depth and intrigue.","Central focus with symmetrical balance, drawing attention directly to the statue's altered visage.","The image depicts the Statue of Liberty with a dramatic twist; its face is painted with the iconic face paint of an American rock band member. The statue stands against a vibrant, deep blue sky, exuding a surreal and contemporary aura."
/kaggle/working/Images/Abstract Art/0014341_MordecaiArdon-LaRosettepourRikuda.jpg,Calm,Positive,Low,"Warm tones dominate, with deep yellows and saturated reds contrasting against the dark backdrop.","The light source appears internal, creating subtle contrasts between the orb and the shadowy background.","The composition is central, focusing attention on the orb, creating a balanced symmetry.","The painting features a large, textured yellow orb dominating the composition against a dark background. Geometric shapes and abstract forms are visible within the orb, accented by a small red circle and linear elements."
/kaggle/working/Images/Abstract Art/0014369_HélènedeBeauvoir-Untitled.jpg,Excited,Positive,High,"The color palette is warm, with high saturation and a mix of contrasting hues, adding energy and vibrancy.","The light is diffuse, creating gentle contrasts, with no distinct light source, adding to the ethereal quality.","The composition is dynamic, with a sense of swirling motion and no clear central focus, engaging the viewer’s eye.","The painting is an abstract mix of swirling shapes and forms, blending vibrant colors like blue, orange, and yellow. It features soft, flowing lines and textures that create a sense of movement and fluidity throughout the canvas."
/kaggle/working/Images/Abstract Art/0014675_WassilyKandinsky-PictureWithAWhiteBorder.jpg,Excited,Positive,High,"A vibrant mix of warm and cool tones, with high saturation and contrast.","Complex interplay of light and dark, with subtle gradations.","Dynamic, with a central focus that draws the eye.","A dynamic abstraction filled with swirling forms and vibrant colors, evoking a sense of motion and energy. Curved lines and geometric shapes intertwine, creating a vivid tapestry that plays with depth and perspective."
/kaggle/working/Images/Abstract Art/0014696_WassilyKandinsky-Untitled.jpg,Calm,Positive,Low,Soft cool tones with subtle warm highlights maintain low saturation.,"Minimal light-dark contrast adds a gentle, ethereal quality.",Dynamic with diagonal lines suggesting motion and interaction.,"The artwork features an intricate assembly of abstract lines and shapes on a pale background. The form is fluid, depicting a whimsical, organic movement, almost like a dance of delicate creatures or flora."
/kaggle/working/Images/Abstract Art/0014774_OttoFreundlich-Komposition.jpg,Excited,Positive,High,"Warm tones dominate, with a high saturation that enhances vibrancy and intensity.","Minimal light-dark contrast, with an even distribution of color values.","Dynamic, with interlocking shapes creating a sense of movement across the canvas.","The image showcases a vibrant abstract painting composed of interlocking geometric shapes in shades of red, pink, orange, and yellow. The mosaic-like arrangement results in a dynamic, visually engaging artwork, evoking movement and energy."
/kaggle/working/Images/Abstract Art/0014852_JacquesVillon-Untitled.jpg,Calm,Positive,Low,"Cool tones of blue and green predominate, with red adding a touch of warmth. The color contrast is balanced yet dynamic.","The light source is soft and diffuse, with gentle transitions between light and shadow, enhancing the ethereal quality of the image.",The arrangement is dynamic with overlapping geometric shapes creating a sense of movement and interaction between elements.,"The image features abstract geometric shapes in overlapping layers. Dominated by shades of blue, green, and hints of red, the composition is subtle yet vibrant, suggesting movement and depth through its varied forms and intersecting lines."
/kaggle/working/Images/Abstract Art/0014864_KosakovDimitrij-Untitled.jpg,Contentment,Positive,Low,"Cool tones dominate, with low saturation enhancing calmness.","Light is even, with subtle shadows where colors transition.","Symmetrical, with a central focus framed by a contrasting border.","The painting features a large, tranquil expanse of soft, pale hues framed by a deep, rich border of dark blues. The central area is smooth and calming, seamlessly blending with its contrasting edge."
